year,round,game_id,team1,seed1,team2,seed2,winner,score1,score2
2024,round_of_32,2024_round_of_32_846,Dayton,7,Arizona,2,Arizona,68,78
2024,sweet_16,2024_sweet_16_847,Alabama,4,North Carolina,1,Alabama,89,87
2024,sweet_16,2024_sweet_16_848,Clemson,6,Arizona,2,Clemson,77,72
2024,elite_8,2024_elite_8_849,Clemson,6,Alabama,4,Alabama,82,89
2024,round_of_64,2024_round_of_64_850,Longwood,16,Houston,1,Houston,46,86
2024,round_of_64,2024_round_of_64_851,Nebraska,8,Texas A&M,9,Texas A&M,83,98
2024,round_of_64,2024_round_of_64_852,James Madison,12,Wisconsin,5,James Madison,72,61
2024,round_of_64,2024_round_of_64_853,Duke,4,Vermont,13,Duke,64,47
2024,round_of_64,2024_round_of_64_854,Texas Tech,6,NC State,11,NC State,67,80
2024,round_of_64,2024_round_of_64_855,Kentucky,3,Oakland,14,Oakland,76,80
2024,round_of_64,2024_round_of_64_856,Florida,7,Colorado,10,Colorado,100,102
2024,round_of_64,2024_round_of_64_857,Western Kentucky,15,Marquette,2,Marquette,69,87
2024,round_of_32,2024_round_of_32_858,Houston,1,Texas A&M,9,Houston,100,95
2024,round_of_32,2024_round_of_32_859,Duke,4,James Madison,12,Duke,93,55
2024,round_of_32,2024_round_of_32_860,Oakland,14,NC State,11,NC State,73,79
2024,round_of_32,2024_round_of_32_861,Colorado,10,Marquette,2,Marquette,77,81
2024,sweet_16,2024_sweet_16_862,Duke,4,Houston,1,Duke,54,51
2024,sweet_16,2024_sweet_16_863,Marquette,2,NC State,11,NC State,58,67
2024,elite_8,2024_elite_8_864,Duke,4,NC State,11,NC State,64,76
2024,round_of_64,2024_round_of_64_865,Purdue,1,Grambling State,16,Purdue,78,50
2024,round_of_64,2024_round_of_64_866,TCU,9,Utah State,8,Utah State,72,88
2024,round_of_64,2024_round_of_64_867,Gonzaga,5,McNeese,12,Gonzaga,86,65
2024,round_of_64,2024_round_of_64_868,Kansas,4,Samford,13,Kansas,93,89
2024,round_of_64,2024_round_of_64_869,Oregon,11,South Carolina,6,Oregon,87,73
2024,round_of_64,2024_round_of_64_870,Akron,14,Creighton,3,Creighton,60,77
2024,round_of_64,2024_round_of_64_871,Colorado State,10,Texas,7,Texas,44,56
2024,round_of_64,2024_round_of_64_872,Saint Peter's,15,Tennessee,2,Tennessee,49,83
2024,round_of_32,2024_round_of_32_873,Purdue,1,Utah State,8,Purdue,106,67
2024,round_of_32,2024_round_of_32_874,Gonzaga,5,Kansas,4,Gonzaga,89,68
2024,round_of_32,2024_round_of_32_875,Oregon,11,Creighton,3,Creighton,73,86
2024,round_of_32,2024_round_of_32_876,Texas,7,Tennessee,2,Tennessee,58,62
2024,sweet_16,2024_sweet_16_877,Purdue,1,Gonzaga,5,Purdue,80,68
2024,sweet_16,2024_sweet_16_878,Creighton,3,Tennessee,2,Tennessee,75,82
2024,elite_8,2024_elite_8_879,Purdue,1,Tennessee,2,Purdue,72,66
2024,final_four,2024_final_four_880,UConn,1,Alabama,4,UConn,86,72
2024,final_four,2024_final_four_881,Purdue,1,NC State,11,Purdue,63,50
2024,championship,2024_championship_882,UConn,1,Purdue,1,UConn,75,60
2025,round_of_64,2025_round_of_64_883,Auburn,1,Alabama State,16,Auburn,83,63
2025,round_of_64,2025_round_of_64_884,Louisville,8,Creighton,9,Creighton,75,89
2025,round_of_64,2025_round_of_64_885,UC San Diego,12,Michigan,5,Michigan,65,68
2025,round_of_64,2025_round_of_64_886,Yale,13,Texas A&M,4,Texas A&M,71,80
2025,round_of_64,2025_round_of_64_887,Ole Miss,6,North Carolina,11,Ole Miss,71,64
2025,round_of_64,2025_round_of_64_888,Iowa State,3,Lipscomb,14,Iowa State,82,55
2025,round_of_64,2025_round_of_64_889,New Mexico,10,Marquette,7,New Mexico,75,66
2025,round_of_64,2025_round_of_64_890,Bryant,15,Michigan State,2,Michigan State,62,87
2025,round_of_64,2025_round_of_64_891,Mount St. Mary's,16,Duke,1,Duke,49,93
2025,round_of_64,2025_round_of_64_892,Baylor,9,Mississippi State,8,Baylor,75,72
2025,round_of_64,2025_round_of_64_893,Oregon,5,Liberty,12,Oregon,81,52
2025,round_of_64,2025_round_of_64_894,Akron,13,Arizona,4,Arizona,65,93
2025,round_of_64,2025_round_of_64_895,BYU,6,VCU,11,BYU,80,71
2025,round_of_64,2025_round_of_64_896,Wisconsin,3,Montana,14,Wisconsin,85,66
2025,round_of_64,2025_round_of_64_897,Saint Mary's,7,Vanderbilt,10,Saint Mary's,59,56
2025,round_of_64,2025_round_of_64_898,Alabama,2,Robert Morris,15,Alabama,90,81
2025,round_of_64,2025_round_of_64_899,SIU Edwardsville,16,Houston,1,Houston,40,78
2025,round_of_64,2025_round_of_64_900,Georgia,9,Gonzaga,8,Gonzaga,68,89
2025,round_of_64,2025_round_of_64_901,Clemson,5,McNeese,12,McNeese,67,69
2025,round_of_64,2025_round_of_64_902,Purdue,4,High Point,13,Purdue,75,63
2025,round_of_64,2025_round_of_64_903,Xavier,11,Illinois,6,Illinois,73,86
2025,round_of_64,2025_round_of_64_904,Troy,14,Kentucky,3,Kentucky,57,76
2025,round_of_64,2025_round_of_64_905,UCLA,7,Utah State,10,UCLA,72,47
2025,round_of_64,2025_round_of_64_906,Wofford,15,Tennessee,2,Tennessee,62,77
2025,round_of_64,2025_round_of_64_907,Norfolk State,16,Florida,1,Florida,69,95
2025,round_of_64,2025_round_of_64_908,Oklahoma,9,UConn,8,UConn,59,67
2025,round_of_64,2025_round_of_64_909,Colorado State,12,Memphis,5,Colorado State,78,70
2025,round_of_64,2025_round_of_64_910,Grand Canyon,13,Maryland,4,Maryland,49,81
2025,round_of_64,2025_round_of_64_911,Drake,11,Missouri,6,Drake,67,57
2025,round_of_64,2025_round_of_64_912,UNC Wilmington,14,Texas Tech,3,Texas Tech,72,82
2025,round_of_64,2025_round_of_64_913,Arkansas,10,Kansas,7,Arkansas,79,72
2025,round_of_64,2025_round_of_64_914,Omaha,15,St. John's,2,St. John's,53,83
2025,round_of_32,2025_round_of_32_915,Creighton,9,Auburn,1,Auburn,70,82
2025,round_of_32,2025_round_of_32_916,Michigan,5,Texas A&M,4,Michigan,91,79
2025,round_of_32,2025_round_of_32_917,Iowa State,3,Ole Miss,6,Ole Miss,78,91
2025,round_of_32,2025_round_of_32_918,New Mexico,10,Michigan State,2,Michigan State,63,71
2025,round_of_32,2025_round_of_32_919,Baylor,9,Duke,1,Duke,66,89
2025,round_of_32,2025_round_of_32_920,Oregon,5,Arizona,4,Arizona,83,87
2025,round_of_32,2025_round_of_32_921,Wisconsin,3,BYU,6,BYU,89,91
2025,round_of_32,2025_round_of_32_922,Saint Mary's,7,Alabama,2,Alabama,66,80
2025,round_of_32,2025_round_of_32_923,Gonzaga,8,Houston,1,Houston,76,81
2025,round_of_32,2025_round_of_32_924,McNeese,12,Purdue,4,Purdue,62,76
2025,round_of_32,2025_round_of_32_925,Illinois,6,Kentucky,3,Kentucky,75,84
2025,round_of_32,2025_round_of_32_926,Tennessee,2,UCLA,7,Tennessee,67,58
2025,round_of_32,2025_round_of_32_927,Florida,1,UConn,8,Florida,77,75
2025,round_of_32,2025_round_of_32_928,Colorado State,12,Maryland,4,Maryland,71,72
2025,round_of_32,2025_round_of_32_929,Drake,11,Texas Tech,3,Texas Tech,64,77
2025,round_of_32,2025_round_of_32_930,Arkansas,10,St. John's,2,Arkansas,75,66
2025,sweet_16,2025_sweet_16_931,Auburn,1,Michigan,5,Auburn,78,65
2025,sweet_16,2025_sweet_16_932,Ole Miss,6,Michigan State,2,Michigan State,70,73
2025,sweet_16,2025_sweet_16_933,Duke,1,Arizona,4,Duke,100,93
2025,sweet_16,2025_sweet_16_934,Alabama,2,BYU,6,Alabama,113,88
2025,sweet_16,2025_sweet_16_935,Purdue,4,Houston,1,Houston,60,62
2025,sweet_16,2025_sweet_16_936,Kentucky,3,Tennessee,2,Tennessee,65,78
2025,sweet_16,2025_sweet_16_937,Maryland,4,Florida,1,Florida,71,87
2025,sweet_16,2025_sweet_16_938,Arkansas,10,Texas Tech,3,Texas Tech,83,85
2025,elite_8,2025_elite_8_939,Michigan State,2,Auburn,1,Auburn,64,70
2025,elite_8,2025_elite_8_940,Duke,1,Alabama,2,Duke,85,65
2025,elite_8,2025_elite_8_941,Tennessee,2,Houston,1,Houston,50,69
2025,elite_8,2025_elite_8_942,Florida,1,Texas Tech,3,Florida,84,79
2025,final_four,2025_final_four_943,Auburn,1,Florida,1,Florida,73,79
2025,final_four,2025_final_four_944,Duke,1,Houston,1,Houston,67,70
2025,championship,2025_championship_945,Florida,1,Houston,1,Florida,65,63
