year,round,region,seed_1,team_1,score_1,seed_2,team_2,score_2,winner
2017,R32,Region_4,5,Notre Dame,71.0,4,West Virginia,83.0,West Virginia
2017,R32,Region_4,11,Xavier,91.0,3,Florida State,66.0,Xavier
2017,R32,Region_4,7,Saint Mary's,60.0,2,Arizona,69.0,Arizona
2017,S16,Region_4,1,Gonzaga,61.0,4,West Virginia,58.0,Gonzaga
2017,S16,Region_4,11,Xavier,73.0,2,Arizona,71.0,Xavier
2017,E8,Region_4,1,Gonzaga,83.0,11,Xavier,59.0,Gonzaga
2017,F4,Final Four,7,South Carolina,73.0,1,Gonzaga,77.0,Gonzaga
2017,F4,Final Four,3,Oregon,76.0,1,UNC,77.0,UNC
2017,Championship,Final Four,1,Gonzaga,65.0,1,UNC,71.0,UNC
2018,R64,Region_1,1,Villanova,87.0,16,Radford,61.0,Villanova
2018,R64,Region_1,8,Virginia Tech,83.0,9,Alabama,86.0,Alabama
2018,R64,Region_1,5,West Virginia,85.0,12,Murray State,68.0,West Virginia
2018,R64,Region_1,4,Wichita State,75.0,13,Marshall,81.0,Marshall
2018,R64,Region_1,6,Florida,77.0,11,St. Bonaventure,62.0,Florida
2018,R64,Region_1,3,Texas Tech,70.0,14,Stephen F. Austin,60.0,Texas Tech
2018,R64,Region_1,7,Arkansas,62.0,10,Butler,79.0,Butler
2018,R64,Region_1,2,Purdue,74.0,15,Cal State Fullerton,48.0,Purdue
2018,R32,Region_1,1,Villanova,81.0,9,Alabama,58.0,Villanova
2018,R32,Region_1,5,West Virginia,94.0,13,Marshall,71.0,West Virginia
2018,R32,Region_1,6,Florida,66.0,3,Texas Tech,69.0,Texas Tech
2018,R32,Region_1,10,Butler,73.0,2,Purdue,76.0,Purdue
2018,S16,Region_1,1,Villanova,90.0,5,West Virginia,78.0,Villanova
2018,S16,Region_1,3,Texas Tech,78.0,2,Purdue,65.0,Texas Tech
2018,E8,Region_1,1,Villanova,71.0,3,Texas Tech,59.0,Villanova
2018,R64,Region_2,1,Kansas,76.0,16,Penn,60.0,Kansas
2018,R64,Region_2,8,Seton Hall,94.0,9,NC State,83.0,Seton Hall
2018,R64,Region_2,5,Clemson,79.0,12,New Mexico State,68.0,Clemson
2018,R64,Region_2,4,Auburn,62.0,13,College of Charleston,58.0,Auburn
2018,R64,Region_2,6,TCU,52.0,11,Syracuse,57.0,Syracuse
2018,R64,Region_2,3,Michigan State,82.0,14,Bucknell,78.0,Michigan State
2018,R64,Region_2,7,Rhode Island,83.0,10,Oklahoma,78.0,Rhode Island
2018,R64,Region_2,2,Duke,89.0,15,Iona,67.0,Duke
2018,R32,Region_2,1,Kansas,83.0,8,Seton Hall,79.0,Kansas
2018,R32,Region_2,5,Clemson,84.0,4,Auburn,53.0,Clemson
2018,R32,Region_2,11,Syracuse,55.0,3,Michigan State,53.0,Syracuse
2018,R32,Region_2,7,Rhode Island,62.0,2,Duke,87.0,Duke
2018,S16,Region_2,1,Kansas,80.0,5,Clemson,76.0,Kansas
2018,S16,Region_2,11,Syracuse,65.0,2,Duke,69.0,Duke
2018,E8,Region_2,1,Kansas,85.0,2,Duke,81.0,Kansas
2018,R64,Region_3,1,Virginia,54.0,16,UMBC,74.0,UMBC
2018,R64,Region_3,8,Creighton,59.0,9,Kansas State,69.0,Kansas State
2018,R64,Region_3,5,Kentucky,78.0,12,Davidson,73.0,Kentucky
2018,R64,Region_3,4,Arizona,68.0,13,Buffalo,89.0,Buffalo
2018,R64,Region_3,6,Miami (FL),62.0,11,Loyola (IL),64.0,Loyola (IL)
2018,R64,Region_3,3,Tennessee,73.0,14,Wright State,47.0,Tennessee
2018,R64,Region_3,7,Nevada,87.0,10,Texas,83.0,Nevada
2018,R64,Region_3,2,Cincinnati,68.0,15,Georgia State,53.0,Cincinnati
2018,R32,Region_3,16,UMBC,43.0,9,Kansas State,50.0,Kansas State
2018,R32,Region_3,5,Kentucky,95.0,13,Buffalo,75.0,Kentucky
2018,R32,Region_3,11,Loyola (IL),63.0,3,Tennessee,62.0,Loyola (IL)
2018,R32,Region_3,7,Nevada,75.0,2,Cincinnati,73.0,Nevada
2018,S16,Region_3,9,Kansas State,61.0,5,Kentucky,58.0,Kansas State
2018,S16,Region_3,11,Loyola (IL),69.0,7,Nevada,68.0,Loyola (IL)
2018,E8,Region_3,9,Kansas State,62.0,11,Loyola (IL),78.0,Loyola (IL)
2018,R64,Region_4,1,Xavier,102.0,16,Texas Southern,83.0,Xavier
2018,R64,Region_4,8,Missouri,54.0,9,Florida State,67.0,Florida State
2018,R64,Region_4,5,Ohio State,81.0,12,South Dakota State,73.0,Ohio State
2018,R64,Region_4,4,Gonzaga,68.0,13,UNC Greensboro,64.0,Gonzaga
2018,R64,Region_4,6,Houston,67.0,11,San Diego State,65.0,Houston
2018,R64,Region_4,3,Michigan,61.0,14,Montana,47.0,Michigan
2018,R64,Region_4,7,Texas A&M,73.0,10,Providence,69.0,Texas A&M
2018,R64,Region_4,2,UNC,84.0,15,Lipscomb,66.0,UNC
2018,R32,Region_4,1,Xavier,70.0,9,Florida State,75.0,Florida State
2018,R32,Region_4,5,Ohio State,84.0,4,Gonzaga,90.0,Gonzaga
2018,R32,Region_4,6,Houston,63.0,3,Michigan,64.0,Michigan
2018,R32,Region_4,7,Texas A&M,86.0,2,UNC,65.0,Texas A&M
2018,S16,Region_4,9,Florida State,75.0,4,Gonzaga,60.0,Florida State
2018,S16,Region_4,3,Michigan,99.0,7,Texas A&M,72.0,Michigan
2018,E8,Region_4,9,Florida State,54.0,3,Michigan,58.0,Michigan
2018,F4,Final Four,1,Villanova,95.0,1,Kansas,79.0,Villanova
2018,F4,Final Four,11,Loyola (IL),57.0,3,Michigan,69.0,Michigan
2018,Championship,Final Four,1,Villanova,79.0,3,Michigan,62.0,Villanova
2019,R64,Region_1,1,Duke,85.0,16,North Dakota State,62.0,Duke
2019,R64,Region_1,8,VCU,58.0,9,UCF,73.0,UCF
2019,R64,Region_1,5,Mississippi State,76.0,12,Liberty,80.0,Liberty
2019,R64,Region_1,4,Virginia Tech,66.0,13,Saint Louis,52.0,Virginia Tech
2019,R64,Region_1,6,Maryland,79.0,11,Belmont,77.0,Maryland
2019,R64,Region_1,3,LSU,79.0,14,Yale,74.0,LSU
2019,R64,Region_1,7,Louisville,76.0,10,Minnesota,86.0,Minnesota
2019,R64,Region_1,2,Michigan State,76.0,15,Bradley,65.0,Michigan State
2019,R32,Region_1,1,Duke,77.0,9,UCF,76.0,Duke
2019,R32,Region_1,12,Liberty,58.0,4,Virginia Tech,67.0,Virginia Tech
2019,R32,Region_1,6,Maryland,67.0,3,LSU,69.0,LSU
2019,R32,Region_1,10,Minnesota,50.0,2,Michigan State,70.0,Michigan State
2019,S16,Region_1,1,Duke,75.0,4,Virginia Tech,73.0,Duke
2019,S16,Region_1,3,LSU,63.0,2,Michigan State,80.0,Michigan State
2019,E8,Region_1,1,Duke,67.0,2,Michigan State,68.0,Michigan State
2019,R64,Region_2,1,UNC,88.0,16,Iona,73.0,UNC
2019,R64,Region_2,8,Utah State,61.0,9,Washington,78.0,Washington
2019,R64,Region_2,5,Auburn,78.0,12,New Mexico State,77.0,Auburn
2019,R64,Region_2,4,Kansas,87.0,13,Northeastern,53.0,Kansas
2019,R64,Region_2,6,Iowa State,59.0,11,Ohio State,62.0,Ohio State
2019,R64,Region_2,3,Houston,84.0,14,Georgia State,55.0,Houston
2019,R64,Region_2,7,Wofford,84.0,10,Seton Hall,68.0,Wofford
2019,R64,Region_2,2,Kentucky,79.0,15,Abilene Christian,44.0,Kentucky
2019,R32,Region_2,1,UNC,81.0,9,Washington,59.0,UNC
2019,R32,Region_2,5,Auburn,89.0,4,Kansas,75.0,Auburn
2019,R32,Region_2,11,Ohio State,59.0,3,Houston,74.0,Houston
2019,R32,Region_2,7,Wofford,56.0,2,Kentucky,62.0,Kentucky
2019,S16,Region_2,1,UNC,80.0,5,Auburn,97.0,Auburn
2019,S16,Region_2,3,Houston,58.0,2,Kentucky,62.0,Kentucky
2019,E8,Region_2,5,Auburn,77.0,2,Kentucky,71.0,Auburn
2019,R64,Region_3,1,Virginia,71.0,16,Gardner-Webb,56.0,Virginia
2019,R64,Region_3,8,Ole Miss,72.0,9,Oklahoma,95.0,Oklahoma
2019,R64,Region_3,5,Wisconsin,54.0,12,Oregon,72.0,Oregon
2019,R64,Region_3,4,Kansas State,64.0,13,UC-Irvine,70.0,UC-Irvine
2019,R64,Region_3,6,Villanova,61.0,11,Saint Mary's,57.0,Villanova
2019,R64,Region_3,3,Purdue,61.0,14,Old Dominion,48.0,Purdue
2019,R64,Region_3,7,Cincinnati,72.0,10,Iowa,79.0,Iowa
2019,R64,Region_3,2,Tennessee,77.0,15,Colgate,70.0,Tennessee
2019,R32,Region_3,1,Virginia,63.0,9,Oklahoma,51.0,Virginia
2019,R32,Region_3,12,Oregon,73.0,13,UC-Irvine,54.0,Oregon
2019,R32,Region_3,6,Villanova,61.0,3,Purdue,87.0,Purdue
2019,R32,Region_3,10,Iowa,77.0,2,Tennessee,83.0,Tennessee
2019,S16,Region_3,1,Virginia,53.0,12,Oregon,49.0,Virginia
2019,S16,Region_3,3,Purdue,99.0,2,Tennessee,94.0,Purdue
2019,E8,Region_3,1,Virginia,80.0,3,Purdue,75.0,Virginia
2019,R64,Region_4,1,Gonzaga,87.0,16,FDU,49.0,Gonzaga
2019,R64,Region_4,8,Syracuse,69.0,9,Baylor,78.0,Baylor
2019,R64,Region_4,5,Marquette,64.0,12,Murray State,83.0,Murray State
2019,R64,Region_4,4,Florida State,76.0,13,Vermont,69.0,Florida State
2019,R64,Region_4,6,Buffalo,91.0,11,Arizona State,74.0,Buffalo
2019,R64,Region_4,3,Texas Tech,72.0,14,Northern Kentucky,57.0,Texas Tech
2019,R64,Region_4,7,Nevada,61.0,10,Florida,70.0,Florida
2019,R64,Region_4,2,Michigan,74.0,15,Montana,55.0,Michigan
2019,R32,Region_4,1,Gonzaga,83.0,9,Baylor,71.0,Gonzaga
2019,R32,Region_4,12,Murray State,62.0,4,Florida State,90.0,Florida State
2019,R32,Region_4,6,Buffalo,58.0,3,Texas Tech,78.0,Texas Tech
2019,R32,Region_4,10,Florida,49.0,2,Michigan,64.0,Michigan
2019,S16,Region_4,1,Gonzaga,72.0,4,Florida State,58.0,Gonzaga
2019,S16,Region_4,3,Texas Tech,63.0,2,Michigan,44.0,Texas Tech
2019,E8,Region_4,1,Gonzaga,69.0,3,Texas Tech,75.0,Texas Tech
2019,F4,Final Four,2,Michigan State,51.0,3,Texas Tech,61.0,Texas Tech
2019,F4,Final Four,5,Auburn,62.0,1,Virginia,63.0,Virginia
2019,Championship,Final Four,3,Texas Tech,77.0,1,Virginia,85.0,Virginia
2021,R64,Region_1,1,Michigan,82.0,16,Texas Southern,66.0,Michigan
2021,R64,Region_1,8,LSU,76.0,9,St. Bonaventure,61.0,LSU
2021,R64,Region_1,5,Colorado,96.0,12,Georgetown,73.0,Colorado
2021,R64,Region_1,4,Florida State,64.0,13,UNC Greensboro,54.0,Florida State
2021,R64,Region_1,6,BYU,62.0,11,UCLA,73.0,UCLA
2021,R64,Region_1,3,Texas,52.0,14,Abilene Christian,53.0,Abilene Christian
2021,R64,Region_1,7,UConn,54.0,10,Maryland,63.0,Maryland
2021,R64,Region_1,2,Alabama,68.0,15,Iona,55.0,Alabama
2021,R32,Region_1,1,Michigan,86.0,8,LSU,78.0,Michigan
2021,R32,Region_1,5,Colorado,53.0,4,Florida State,71.0,Florida State
2021,R32,Region_1,11,UCLA,67.0,14,Abilene Christian,47.0,UCLA
2021,R32,Region_1,10,Maryland,77.0,2,Alabama,96.0,Alabama
2021,S16,Region_1,1,Michigan,76.0,4,Florida State,58.0,Michigan
2021,S16,Region_1,11,UCLA,88.0,2,Alabama,78.0,UCLA
2021,E8,Region_1,1,Michigan,49.0,11,UCLA,51.0,UCLA
2021,R64,Region_2,1,Illinois,78.0,16,Drexel,49.0,Illinois
2021,R64,Region_2,8,Loyola (IL),71.0,9,Georgia Tech,60.0,Loyola (IL)
2021,R64,Region_2,5,Tennessee,56.0,12,Oregon State,70.0,Oregon State
2021,R64,Region_2,4,Oklahoma State,69.0,13,Liberty,60.0,Oklahoma State
2021,R64,Region_2,6,San Diego State,62.0,11,Syracuse,78.0,Syracuse
2021,R64,Region_2,3,West Virginia,84.0,14,Morehead State,67.0,West Virginia
2021,R64,Region_2,7,Clemson,56.0,10,Rutgers,60.0,Rutgers
2021,R64,Region_2,2,Houston,87.0,15,Cleveland State,56.0,Houston
2021,R32,Region_2,1,Illinois,58.0,8,Loyola (IL),71.0,Loyola (IL)
2021,R32,Region_2,12,Oregon State,80.0,4,Oklahoma State,70.0,Oregon State
2021,R32,Region_2,11,Syracuse,75.0,3,West Virginia,72.0,Syracuse
2021,R32,Region_2,10,Rutgers,60.0,2,Houston,63.0,Houston
2021,S16,Region_2,8,Loyola (IL),58.0,12,Oregon State,65.0,Oregon State
2021,S16,Region_2,11,Syracuse,46.0,2,Houston,62.0,Houston
2021,E8,Region_2,12,Oregon State,61.0,2,Houston,67.0,Houston
2021,R64,Region_3,1,Baylor,79.0,16,Hartford,55.0,Baylor
2021,R64,Region_3,8,UNC,62.0,9,Wisconsin,85.0,Wisconsin
2021,R64,Region_3,5,Villanova,73.0,12,Winthrop,63.0,Villanova
2021,R64,Region_3,4,Purdue,69.0,13,North Texas,78.0,North Texas
2021,R64,Region_3,6,Texas Tech,65.0,11,Utah State,53.0,Texas Tech
2021,R64,Region_3,3,Arkansas,85.0,14,Colgate,68.0,Arkansas
2021,R64,Region_3,7,Florida,75.0,10,Virginia Tech,70.0,Florida
2021,R64,Region_3,2,Ohio State,72.0,15,Oral Roberts,75.0,Oral Roberts
2021,R32,Region_3,1,Baylor,76.0,9,Wisconsin,63.0,Baylor
2021,R32,Region_3,5,Villanova,84.0,13,North Texas,61.0,Villanova
2021,R32,Region_3,6,Texas Tech,66.0,3,Arkansas,68.0,Arkansas
2021,R32,Region_3,7,Florida,78.0,15,Oral Roberts,81.0,Oral Roberts
2021,S16,Region_3,1,Baylor,62.0,5,Villanova,51.0,Baylor
2021,S16,Region_3,3,Arkansas,72.0,15,Oral Roberts,70.0,Arkansas
2021,E8,Region_3,1,Baylor,81.0,3,Arkansas,72.0,Baylor
2021,R64,Region_4,1,Gonzaga,98.0,16,Norfolk State,55.0,Gonzaga
2021,R64,Region_4,8,Oklahoma,72.0,9,Missouri,68.0,Oklahoma
2021,R64,Region_4,5,Creighton,63.0,12,UCSB,62.0,Creighton
2021,R64,Region_4,4,Virginia,58.0,13,Ohio,62.0,Ohio
2021,R64,Region_4,6,USC,72.0,11,Drake,56.0,USC
2021,R64,Region_4,3,Kansas,93.0,14,Eastern Washington,84.0,Kansas
2021,R64,Region_4,7,Oregon,0.0,10,VCU,0.0,Oregon
2021,R64,Region_4,2,Iowa,86.0,15,Grand Canyon,74.0,Iowa
2021,R32,Region_4,1,Gonzaga,87.0,8,Oklahoma,71.0,Gonzaga
2021,R32,Region_4,5,Creighton,72.0,13,Ohio,58.0,Creighton
2021,R32,Region_4,6,USC,85.0,3,Kansas,51.0,USC
2021,R32,Region_4,7,Oregon,95.0,2,Iowa,80.0,Oregon
2021,S16,Region_4,1,Gonzaga,83.0,5,Creighton,65.0,Gonzaga
2021,S16,Region_4,6,USC,82.0,7,Oregon,68.0,USC
2021,E8,Region_4,1,Gonzaga,85.0,6,USC,66.0,Gonzaga
2021,F4,Final Four,11,UCLA,90.0,1,Gonzaga,93.0,Gonzaga
2021,F4,Final Four,2,Houston,59.0,1,Baylor,78.0,Baylor
2021,Championship,Final Four,1,Gonzaga,70.0,1,Baylor,86.0,Baylor
2022,R64,Region_1,1,Baylor,85.0,16,Norfolk State,49.0,Baylor
2022,R64,Region_1,8,UNC,95.0,9,Marquette,63.0,UNC
2022,R64,Region_1,5,Saint Mary's,82.0,12,Indiana,53.0,Saint Mary's
